test_index,true_label,pred_label,confidence,text
18202,POSITIVE,NEGATIVE,0.9968,"Gore hounds beware...this is not your movie. This little nail bitter has very little blood and guts. Its basically a version of Open Water that is effective and worthwhile. But what sets it apart is that we actually like the three leads (unlike Open Water) who find themselves up a tree when a crocodile flips their fishing boat and munches up their guide. We don't want any harm to come to any of them. SO when they start getting into dangerous situations...we actually care. <br /><br />Now I like killer animal flicks but I haven't been too impressed with Lake Placid up to Primeval (although I'm still waiting to see Rogue and hoping it is somewhere as good as this one!) but this little bugger did the job and did the job well. It's scares are creative and it only lapses into the run of the mill frantic crying sobbing and arguing for brief stints of realism so I never got annoyed. <br /><br />I remember reading the true story that inspired this where three guys went fishing and two ended up in a tree while their buddy was killed by the crocodile . But the thing that always impacted me that gets left out from the film was that the crocodile didn't eat up the buddy. No. For hours and hours he swam around the tree and shook the dead body still in his mouth at the friends in the tree. Seeming to stay, if you come down here this is what will happen to you."
18211,POSITIVE,NEGATIVE,0.9946,"The basic plot of this film has already been detailed in several other comments so I won't bother. I'd like to first commend the producer, cast, directors and crew for creating a wonderfully engaging film on a meager, $1M budget, a small fraction of standard Hollywood fare that doesn't LOOK cheap. These people have a drive to make something new and entertaining while not spending a fortune doing it. This is essentially art for art's sake. I know, I know, some of you will decide that this is not art but something less and that's fine. I for one am glad that people like these will continue to put forth the time and effort for our benefit without expecting huge multimillion dollar payoffs.<br /><br />Now to the criticism. I feel that the scenario presented is credible to a point. It's wonderful when everything works out and the hero/heroine saves the day and all's well that ends well. What gets me is the blatant manipulation of events so that blind luck is responsible more than courage and strength.<br /><br />When lee was attacked but not severely injured, somehow she washed up on a mud bank right next to the dead guide. Then, miraculously, his loaded revolver is still in his holster and it actually works (after some cleaning and fiddling). Finally, when Lee is attacked on the mud bank and jumps in the water, once again the croc fails to kill her. She ends up with her hand in his (her?) mouth and manages to repeatedly pull the trigger, ultimately to blow the croc's brains out (literally).<br /><br />I came to the conclusion that having Lee go hand to mouth with the croc was just a way to end the film with the human in triumph. Based upon what I have seen, the croc's attack and continue to hold on until the prey stops struggling. Croc's will spin around and around to dismember and drown the prey. That happened to the first 3 victims but not to Lee. She had teeth marks but they were not deep.<br /><br />I think that the ending would have been better had the croc won, frankly, thereby proving his dominance of the mangrove, his territory for millions of years. But then, how many of us would have been upset or disappointed that the pretty girl didn't get out alive?"
18212,POSITIVE,NEGATIVE,0.9982,"Like most, I thought 'another crocodile movie'. So far we've had Primeval and Rogue in the last 12 months, what can they do that's new? Where both those films were about action and violence, this one's about fear and tension.<br /><br />The performances aren't Oscar-worthy when there's nothing going on, but in times of distress or terror, these people suffer so much it's like torture. There are holes in the plot and maybe crocs don't really behave like this as others have pointed out, but the fear is so effective it's a stretch to say you'll enjoy this movie. It'll leave you feeling as uncomfortable as The Passion of the Christ."
18219,POSITIVE,NEGATIVE,0.9989,"**SPOILERS** Looking for a little more excitement then seeing crocodiles being fed at the local game reserve sisters Grace and Pat, Diana Glenn & Maeve Dermody, together with Grace's boyfriend Adam, Andy Rodoreda, decide to take a trip upstream in the desolate and deserted, of human habitation, Australian Mangrove Swamps.<br /><br />With their swamp guide Jimmy, Ben Oxenbuld, at the helm of his motorized boat the four get upended by a giant saltwater crocodile who quickly grabs and drags a terrified Jimmy down to the bottom along with him. Grace Pat & Adam end up stranded on a tree in the swamp with Pat hanging on for dear life on the capsized boat. The rest of the film has the hungry and determined crocodile play a cat and mouse, or crock' and human, game with the trio that ends in a showdown at a mud bank just where the dead and dismembered body of jimmy finally came to it's rest.<br /><br />Both the director and actors in the film take full advantage of the swamp making it at times far more scary then the giant crocodile swimming in it. We get to see the killer crocodile just about a half dozen times in the movie but everyone of them hits you, and Jimmy Grace Pat & Adam, right in the gut.<br /><br />Alway there were kept in suspense by the giant reptile always doing his damage from beneath that comes so unexpectedly that it, the crock attacks, has far more effect when you don't see them coming then, like in the last ten minutes of the movie, when you do. You wonder right from the start who in the end would survive the crocodile attacks and eventually live to tell about them. The ending with the crocodile vrs human confrontation was about the weakest and most unrealistic part in the film. <br /><br />The crocodile who was both so cagey and effective in the earlier scenes seemed to have punched, or swam, himself out not having either the strength or speed to grab, with his deadly jaws, and finish off the sole survivor of the expedition. In fact the killer crock was so ineffective that even after he gabbed his victim, or victims, he just couldn't hold on to them. This in the end turned out to be fatal on his part.<br /><br />A lot like ""Jaws"" the film ""Black Water"" has the killer crocodile, like the great White Shark in ""Jaws"", more interested is killing his human prey then eating them. With all the food available in the swamp and rivers that he inhabited the crocodile was only after the quartet, Grace Pat Adam & Jimmy, for invading his watery domain that he felt was the grand ruler of. And for daring to do that they were to pay with their lives!"
18236,POSITIVE,NEGATIVE,0.5399,"Every American who thinks he or she understands World War Two should see this movie. Few Hollywood films about the war have defied the stereotype of Japanese soldiers as emotionless brutes obeying orders without thinking. We like to think that every Japanese man was ready and able to fight to the death, right up to the day we bombed Nagasaki. ""Fires on the Plain"" shows a different reality: troops pathetically undersupplied, demoralized and starved to the point of cannibalism. They euphemistically refer to human flesh as ""monkey meat."" The movie and novel on which it was based also put to death the myth that Japanese soldiers all preferred death to surrender: They had good reason to believe that their enemies were in no mood to take prisoners. To me it raises a question most Americans would rather avoid: If the Japanese military was so beaten down at this point in the war, why was it necessary to nuke Hiroshima?"
18244,POSITIVE,NEGATIVE,0.9558,"Kon Ichikawa had lived through world war two, and saw what its effects it had on his people in Japan. But so did novelist Shohei Ooka, whose book was the inspiration for Ichikawa's film, Fires on the Plain. It's a film about the men in this war, or perhaps more universally in wars in general, who lose their humanity. The soldiers trudging along through these fields and jungles of the Philippenes in this story are almost completely without hope, if not already just that. It makes Stone's Platoon look like a picnic: at least they had certain things, like food, after all.<br /><br />They have little to no reserves or supplies or ammunition, no back-up, no sense of anything going their way in this combat that they've been thrust into. They can't even get some proper hospital care, unless if they can no longer walk at all or have lost limbs (for example, say, if you have TB, you're on your way). But its really through the prism of one soldier, a private Tamura, that we get a full sense of the futility of war, both in its bleak scenes of nothingness and boredom and decay, and those flashes of intense and brutal violence.<br /><br />In the film Tamura just wants to get some medical care. This is right at the start, and his told by his superior officer- already he is with eyes that stare off and an expression that has been drained by years of battle- that he will die if he doesn't find a hospital. He doesn't, really, but does end up in with some soldiers: at first with a platoon that seems to sort of have their act together, but is really led on by a power-hungry brute who just wants Tamura's stash of salt, and then later with two other stray soldiers who are part of a group that had previously been ambushed while crossing a road at night.<br /><br />The story isn't entirely a straight line, but it doesn't need to be. Tamura's path in Fires on the Plain is told in vignettes, little stories like when he comes upon a seemingly deserted enemy village. Two of the populous comes back to get some supplies, and Tamura sneaks up on them. It's an excruciating scene, since so far with Tamura we haven't seen him do anything outright *wrong*, but he does so in this scene, not even so much out of evil but out of fear and desperation (this is also, without spoiling it, how he gets a stash of salt). Little scenes build up so brilliantly and with devastation, like a simple task of finding a pair of walkable shoes, which there seem to be none. Or when Tamura, later in the film, discovers his teeth are becoming torn apart and falling out from lack of total hygiene. So much for food, so it goes.<br /><br />It should also be mentioned that this is a hauntingly realized film from Ichikawa, shot in a stark black and white view of the fields and woods, the cinematography filling everything we see in black-blacks and white-hot white. Ichikawa also makes sure to get everything authentic from his actors, not simply emotionally but with their own emaciated look and looks of desperation right on them. It's as if Ichikawa has to have them all surviving the film as well as characters surviving out in the wild; by wild, by the way, I mean also cannibalism. The shock of this is two-fold; first is the way that a soldier says half-jokingly early on about eating other soldiers to Tamaura, who asks if it was true and only in response getting a ""don't ask"" word of caution, and the second with the depiction of cannibalism itself, from the crazy starving man on the hill who pulls out guts out of his lap and says with a straight face to our hero that ""You can eat me when I die."" <br /><br />This makes thing especially more brutal when it comes to the director filming the brief 'action' scenes. These are, I would argue, more brutal than 'Private Ryan' in their depictions of violence in battle, the carnage that is completely random. A scene I would point to, and that contains just a shot that is excruciating to watch, is when from a high angle we see a group of about twenty soldiers walking slowly along, a hail of gunfire comes that kills only four or five, but it just happens so fast, and the soldiers just keep walking along at the same crawl. This isn't the only shot of horrible carnage that's shown - when needing to be bloody its there, but splashed across the screen like something completely of the macabre - but it drives the point completely.<br /><br />All of the acting is staggering (Funakoshi especially, who looks to be both most at peace and most horrified by what he sees in the subtlest of looks most of the time), all of the major set-pieces provide something else to the gruesome experience, and it all amounts to the ultimate question with an anti-war film: how can, or why, do people fight in wars like these? It's almost too depressing to put into words, and so Ichikawa pushes our noses right up into the muck and filth and blood and demands for us to take it in, so maybe, some day, it will never happen again. Or one can hope this, by the end of such a bleak and great film as this."
18250,POSITIVE,NEGATIVE,0.6784,"They are hunted and starving. They are completely demoralized and yet they press on through sheer inertia. This film tries to answer the question ""How far will human beings go to survive?"" Hopelessness emanates from every of this film and like so many japanese films of this time, it condemns the blind military loyalty that pressed the japanese people into war."
18256,POSITIVE,NEGATIVE,0.9993,"When we are young, we all pick out an ideal occupation for ourselves: artist, actor, writer, rocket scientist, etc.. While most of us grow out of our pipe dreams, the main character of American Movie, Mark, has yet to let go of his(and at a thirty-something age too): to become a wealthy acclaimed director. Despite the fact that Murphy's Law won't leave Mark alone and something always seems to go wrong, Mark is able to persevere during each deterring incident with an even greater drive to reach his goals. His desire to be a director so controls his character that he sees any person or thing in his life as something to exploit to reach the goal. While I noticed other IMDB commenters are lambasting Mark's selfishness, I think it's an almost justified sort-of selfishness because for Mark, not becoming a famous director is equivalent to death. He talks incessantly about leaving some kind of mark on the world, and he sees filmmaking as a way to do this.<br /><br />Unfortunately any viewer of this movie picks up early on the fact that Mark has a near-zero chance of ever achieving his dream. Is he aware of this? No, not in the slightest, and none of his family or friends want to let him in on the secret(in fact even some of them believe in him). Strangely enough though, the disappointing future the viewer feels is sure to occur for Mark doesn't impede the ability to find humor in the film. This is a very very funny documentary. Most of the laughs come from when Mark is filming scenes for ""Coven"". There's a scene where an actor has to have his head break a cupboard, and it's just not working. Another scene has Mark's very old uncle Bill saying a few lines to the camera; needless to say, after 20 takes of a lot of headscratching and line-stumbling Bill finally decides he's had enough. A lot of humor sadly comes from Mark himself. His screenwriting, which he seems to think is worthy of a Pulitzer, is laughingly bad: ""It's alright, it's ok, there is something to live for; Jesus told me so.""<br /><br />""American Movie"" is, contrary to what people might think, a documentary that anyone can enjoy(even though my sister, who watched some scenes, seemed to think it was downright bizarre). The fact that Chris Smith can successfully bring to the screen a film that inspires both sadness from Mark's depressing lifestyle to hilarity with scenes with Bill(who unfortunately passed away before the film was released) says quite a lot about him. I wonder how the dreamer Mark regards this documentary. Does he realize that it casts him in a bad light? Or that it sets up to show him as a fool in many scenes of the film? Or does he see it as something that will be shown prior to his own A&E Biography segment? It's an intriguing subject of wonder, and I hope the latter comes true for him some day.<br /><br />I highly recommend this movie: 9/10."
18271,POSITIVE,NEGATIVE,0.9989,"Since there have been so many reviews of this fine film I will write in a list form and attempt to address issues that have not been discussed.<br /><br />1. Dana Andrews was 38 during the filming of this movie. His character according to the screenplay was in his mid 20s. Andrews, a highly underrated actor, did brilliantly play a character who was supposed to be much younger. <br /><br />2. Fredric March like all GREAT actors needs at times to be restrained by the director to avoid over-the-top acting. He was mugging for the cameras when he was drunk on the night after his arrival and also the next morning when he was checking out his hang over in his mirror. <br /><br />3. Dana Andrews was superb as he was in ""Laura,"" ""The Ox-Bowl Incident,"" ""A Walk in the Sun,"" ""The Purple Heart"" and many other films. Why did Fredric March win the Academy Award and why was Dana Andrews not even nominated for his outstanding performance? <br /><br />4. Harold Russell gave the best performance I have ever seen by a non actor. <br /><br />5. I realize this was the 1940s but Dana Andrews seemed to have no romantic interest in his exceptionally attractive wife (Virginia Mayo).<br /><br />6. Ray Teal, who played the right wing bigot, years later became famous for portraying the sheriff on ""Bonanza.""<br /><br />7. The professor from the south wrote that the film was slow moving, boring and poorly acted. The professor more than likely is uninformed about classic films. The beauty and significance of these ageless classics is that they are slow moving character studies that avoid profanity, excessive violence and gratuitous sex.<br /><br />***I was surprised that zero out of 3 people found my review useful."
18283,POSITIVE,NEGATIVE,0.9996,"I remember this film as the other person that commented said. I recorded over it but wish I had it now just because it had to be one of the worst movies ever. Funny, in a real bad way. I remember the tag line on the box was ""The ultimate frontal lobotomy"". I got it from my mom, who got it from a friend at work who said it was the worst / cheesiest movie she had ever seen, so my mom said ""My son will probably love it."" and the woman gave it to her just to get it out of her possession. I then later taped over it, which I regret. I also remember the ""corck screw"" thing was one of those ball catcher things.... the yellow cone shaped things, with a red ""button"" at the end, and when you hit the red thing, it sends a ball flying. Well, they used that with a crank on one end, and a corkscrew in the funnel. When the killer killed they would show him coming forward with the ""weapon"" and then cut to a close up of what appeared to be raw chicken and fake blood on the victims head. I don't know what else to say about this ""gem"" except that if you like bad films, it doesn't get any worse than this."
18284,POSITIVE,NEGATIVE,0.986,"This movie is possibly one of the most creative works of horror ever. It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further. The story of a man, bent on revenge. And how better to get it? ""I know, I'll suck out their brains!"" With great sound effects, and impressive special effects, I can't recommend this movie enough."
18286,POSITIVE,NEGATIVE,0.9974,"""Murder by Numbers"" stars Ryan Gosling and Michael Pitt as two rebellious high schoolers who are content on the perfect murder for the sake of overcoming their shattered self-esteem. Sandra Bullock plays the heroic thorn in the way of their plans as Det. Cassie Mayweather. This is nowhere near the traditional finger-pointing murder mystery as the film graciously reveals the killers to us (Gosling and Pitt). What the film does instead is concentrate on the purposes of their killings and if they have what it takes to commit the perfect murder. <br /><br />The title itself is a rightfully chosen one for various reasons mainly being that the ""Numbers"" in the title is the most vocal. The angle focusing on the reasons behind the heinous killings, although will haunt you with its chilling dialogue (especially from the callous boys), it doesn't fully live up exploring the origins of what lead them to their killing frenzy. The characters are riveting you have the good-looking rich kid Richard (Ryan Gosling) and the intelligent but socially awkward Justin (Michael Pitt). In school, they pretend that they despise one another, and even share a liking towards the a classmate name Lisa (Agnes Bruckner), but off-school they are allies and collaborate in a ritual in which murder is an escape to free the mind. <br /><br />Sure the story involving the boys seems exciting, but it's pushed in the background to a more mundane subplot involving Det. Mayweather (Bullock) who assumes their murders was because of discrimination (hence the arrogant looks of Gosling) and unexplained characteristics but manages to get it right. At first, the audience may despise Cassie's character due to the fact she's very headstrong and not very supportive. She displays dominance and control over her junior partner Sam Kennedy (Ben Chaplin). Even as he tries to reason with her, he knows it's a battle he surely won't likely win.<br /><br />The reason behind her tyrant behavior stems back in which Cassie was the sad victim of a crime that has left a permanent mental scar on her. This side-story does not have much of a place in this movie partially because it doesn't offer anything riveting with the main plot (the boys' murder spree). It also offers some development to Bullock's character in the movie but it's only a half-assed job and not very fulfilling. I would've liked it if they the diabolical students had a side-story. The resources were right there in front of them for the perfect crime foil, the creative schemes for the boys to manipulate the cops with their phony evidence and lies just to get out of a potential life-sentence in jail.<br /><br />Despite the lopsided sub-plots and the pointless ""real killer"" ending, ""Murder By Numbers"" sports a strong performance by a great cast. Sandra Bullock was convincing as the tough verbally remorseless cop who tries to shift her inner pain to a more positive light. Ben Chaplin shows his strength as the young detective who tries every way to understand his partner and is able to fend off her occasional tyrannical put-downs. But the scene stealer's are the devilish duo of Michael Pitt and Ryan Gosling as they keep you glued to their seat waiting for what they're going to do next. The chemistry of the boys is reminiscent to Matt Damon-Jude Law in ""The Talented Mr. Ripley""."
18290,POSITIVE,NEGATIVE,0.9985,"I knew little of this movie when I entered the theatre for an advance screening. I gathered from the ads that it was a thriller.<br /><br />What we have is like ""Compulsion"" meets ""Matlock"". Two teens decide to commit a perfect murder. A victim is selected at random and then carefully executed so that no traces of the actual murderers is found. Then a bunch of false leads are planted that point to an innocent bystander. (Innocent of the murder anyway)<br /><br />Enter Sondra Bullock as the investigating officer. (IMDB says that she's FBI, but I don't remember that. I thought that she was a regular cop) She's frustrated by the inconsistency of the killers profile (""The profile doesn't fit the profile!"") and by the power and influence of the father of one of the boys.<br /><br />She's also has demons of her own which figure prominently in her decicision to become a cop. But this is the only character that is really more than one-dimensional. All others are pretty flat.<br /><br />For a thriller, there are really no big thrills. It's mostly a cat-and-mouse game like an episode of ""Matlock"" (which she's watching at one point in the film). The twist is that there are two involved in the killing. Just who is the real murderer, Justin or Richard? It'll cost you eight bucks to find out."
18291,POSITIVE,NEGATIVE,0.9991,"Now, I know that Sandra Bullock produced this film, but she needs to learn that sometimes you need to make certain sacrifices in order to advance the story...like not trying to make the whole movie about her character!<br /><br />The story is about two high school students (one rich and popular, the other smart and anti-social) who formulate a plan to commit murder and follow it by the number...just to see if they can get away with it. Enter Sandra Bullock and Ben Chaplin as detectives trying to solve the case. The boys have planted evidence, created alibis, and cleaned up after themselves so well that the cops fall for the whole act. But Sandra has a feeling that all is not as it appears to be.<br /><br />This movie could have been a great little Hitchcock-style thriller, but the movie spends too much time on getting to know Sandra's character rather than focusing on the actual crime itself. You see, something happened in her past that keeps haunting her throughout the film. And we get to know all about it...ALL about it. It just gets rather tedious after a while, especially when you are right in the middle of an intriguing murder investigation and then have to stop that investigation to hear about what happened to her in the past.<br /><br />Ryan Gosling and Michael Pitt are the real winners in this movie. They play their characters convincingly and with just the right amount of malice. If the script had spent more time focusing on these characters, and kept the detectives there to just do their jobs, this could have been an immensely entertaining thriller. With the way it is, most of the thrill is lost. They should have cut out all the stuff with Sandra's character and made that a separate TV movie for the Lifetime channel. But, I digress. It's still an entertaining movie, nonetheless. I do recommend this movie...but wait for the video/DVD."
18335,POSITIVE,NEGATIVE,0.8136,"This was my first look at this short-lived British TV horror series, but I had seen a couple of Hammer horror films (Horror of Dracula, Captain Kronos: Vampire Hunter) and thought highly-enough of them to give this a look.<br /><br />This first episode was a shocker - not for the horror but for all the nudity. Was this ""regular"" TV in England in 1980? If so, it showed a lot more skin than what we see in North America. There were three separate scenes showing naked women and their breasts, one scene where a guy put his hand on one, and another scene with man a top of a woman faking intercourse. Hey, I'm not complaining. <br /><br />The story is a simple one: a witch who had disappeared in the 17th century comes back to her old house and makes life tough for the married man. The latter, Jon Finch as ""David Winter,"" wasn't much of an actor, but his wife wasn't bad and was a really beauty. She was be Prunella Gee as ""Mary."" The husband suspected her, rightly so, of having an affair and that plays a part in this story.<br /><br />Patricia Quinn was entertaining as the laughing witch ""Lucinda Jessup,"" who comes back with a mean streak in her and has a good time tormenting the couple until things go wrong at the end. As a man, I'd say it was particular fun to see the two women going at it! This starts off slowly but once ""Lucinda"" starts stirring up things, it gets very entertaining."
18346,POSITIVE,NEGATIVE,0.9282,"This was alright. It was one of those We Gotcha But We Don't Have Enough Evidence Yet storylines. In the couple handfulls of movies I've seen her in, I've never really though much of Stephanie Zimbalist. A professional TV actress she is but nothing really outstanding. Here in this she was definitely above average as the former fed (or was it fed on loan?) profiler. Her character got along well with the motley bunch of Special Investigation Unit cops she was assigned with. There wasn't really a goofy character you'd roll your eyes at and just despise which was good. Also good is it takes awhile to know who the murderer is... but when I found out I wasn't that surprised. Oh well. One more thing that was good was the Los Angeles locations. Quite possibly if this was made today they'd use Toronto or Vancouver but here they really shot in downtown L.A. Like that a lot (even though I semi-despise L.A.) Liked the movie, too. I don't know if I'd ever watch it again but it wasn't too bad. My grade: B-"
18367,POSITIVE,NEGATIVE,0.9805,"I'm giving this film 9 out of 10 only because there aren't enough specific scientific references to the amount of energy it takes to produce food to satisfy the science haters. mdixon seems to believe the admittedly biased commentators are making this stuff up, but even an elementary understanding of resources and the laws of thermodynamics will indicate that at the very least, they are on solid scientific ground when they state that we cannot continue to depend on oil, we must transition to different types of energy, and do not have a plan that will replace the amount of energy we get from oil. Other civilizations have refused to face the facts of life, and have perished. Read Jared Diamond's ""Collapse"" which is a popular book, or any elementary Ecology or Earth Science textbook and you can verify the basic premise of this movie. Go ahead, fiddle while Rome burns!"
18369,POSITIVE,NEGATIVE,0.942,"Well someone who enjoys traveling down the highway at 120kmph, eating McDonalds, and running the air conditioner twenty four seven, and watching Fox News non-stop, I found this documentary interesting. One thing I picked up, when they being they talk about North America, I assume this documentary was Fabrique Au Canadie. For the Canadian bashing I will leave that to Bill O'Reilly.<br /><br />The consequence of the depletion of oil will affect everyone, especially those who live in big countries of Australia, Canada and the United States. I am sure that Green Peace are cheering no more gas, means no more SUVs, without realizing people who live in the sub zero temperatures could starve to death. <br /><br />As someone who has studied economics, I know for a fact we are living in a world of finite resources. I will give the documentary props for trying to present a balanced point of view about the depletion of oil. However I am studying a degree in journalism, this documentary is full of loaded messages - Republican as warmongers. What the Democrats didn't send troops to Vietnam? <br /><br />If you are going to present a documentary about economics and resources, it is best to leave the political bashing to one side, because it could cause a potential audience member to totally shut down. Concentrate on the issue of finite resources. At the end of the day, it is best to open the minds of the mainstream, as it is no good preaching to the minuscule choir. <br /><br />I really do enjoy watching documentaries such as Fahrenheit 911, and End of Suburbia not for their political bias, because they do remind us the world isn't so safe. Sure I like to shop, and consumer junk food like there is no tomorrow, but if the world is going to end tomorrow I would rather die rich and consume the living beep out of it. <br /><br />For the potential documentary makers out there, just give the people facts, and let the viewers make up their own minds. If you are trying package your political views as a balanced documentary the people are going to smell a rat a mile away."
18371,POSITIVE,NEGATIVE,0.9945,"I saw this movie, when it first came out. Patty didn't want to be separated from her siblings. However the Juvenile Justice system don't care. When Patty looked at the case file, the judge sent her to a Juvenile detention facility. He claimed she violated the rules of privacy, by looking at private files. She just wanted her family together. I couldn't blame her. The parents were not even fit parents. One of the smaller children had to have a restroom. The father stopped and let them off. He drove off him and left the children stranded, at the service station. Patty had to take authority to protect them, since she was the oldest. They were placed in foster homes. The good part is that the social worker got them back as a family. The head social worker, kept telling him to butt out and not interfere. He was power crazy. He was the one, who had Patty placed in the Juvenile facility. Why didn't they go after the Father, who was released from Prison, for abandonment. Yet the children are caught in the middle and made to feel insecure."
18379,POSITIVE,NEGATIVE,0.9978,"I saw this when it first came out, and found it to be a work of some genius; but I must confess I was clearly in the minority at the time.<br /><br />For me, the progressive lunacy of the proprietors of Guest House Paradiso just gets better and better throughout the film, with one of the most hilarious climaxes to a film ever.<br /><br />But I wouldn't recommend it to Mother.<br /><br />Lovers of gross-out comic book style humour will appreciate this movie; there are subtle jokes hidden away, but they are usually quickly flattened by a comedy frying pan. Rik Mayall and Ade Edmondson are superb, and the deadpan, unsuspecting guests are also excellent."
18390,POSITIVE,NEGATIVE,0.9968,"*The whereabouts of Al Capone<br /><br />*Who shot JFK?<br /><br />*Cynthia Gibb lands the part of ""Gypsy"" in the TV remake<br /><br />These are some of the great unsolved mysteries of the 20th century. How else can I say it, except, I thought she was unredeemingly awful. Mannequin mannerisms, poor reactionary acting (ie: that blank, stoic stare while he co-star in the scene speaks)and a singing voice that most voice coaches would rate ""mediocre"". But she is stunningly gorgeous and after all, wasn't that what the Gypsy character is all about? Cashing in on her looks cuz' she didn't cut the mustard in the talent department?<br /><br />As for the rest... Bette is fantastic. Whether or not she's playing herself or playing Mama Rose, it works either way, and I for one thought Rosalind Russell was as exciting as drywall in the original. Peter Riegart as ""Herbie"" is the perfect understated foil to Bette's over-the-top Mama, and he's the medium-temperature porridge between Midler's hot dish and Gibb's stone cold mush. Riegart is juuuust right.<br /><br />One final holler to the man responsible for decades to come of Cher jokes: Bob Mackie. Drag queens would kill for the glitz and glamour on display here. Everything's coming up sequins and bugle beads!<br /><br />"
18422,POSITIVE,NEGATIVE,0.9788,"This is one of the very, very few films that are so overwhelming that you are very unlikely to watch it more than once or twice in your lifetime (other examples are Claude Lanzmann's documentary Shoah and Come and See by the director's husband Elem Klimov - which covers much the same unbearable territory but in a very different way).<br /><br />I suppose this is just as well given the difficulty of ever seeing a print.<br /><br />Apparently it's extraordinarily overt Christian symbolism and admission that there were active Russian collaborators, ensured that it was hardly ever seen in the USSR - and of course post-soviet Russia has very little interest in films of that era.<br /><br />The one time I saw it in London was in a festival of Russian movies shown during the Glasnost era (i.e. probably c.1988) - however it apparently has been shown several times in the UK more recently so at least one subtitled print must exist here.<br /><br />As far as I know it has never been released in the west on DVD or video so if you haven't seen it, your best chance is probably to join a film society and endlessly nag them to find a print and screen it."
18432,POSITIVE,NEGATIVE,0.9989,"If you have a chance, see this Russian(how should I call them: gems, masterpieces,hidden treasures?), war movies like this one, or The dawns here are quiet, or Proverka na dorogah... And , right after that, watch again the American war movies, or the international productions, those one with the allies and the Germans,etc. Or, even worse, watch the Italian war movies. Everything from the west will seem shallow, contrived, ridiculous, in comparison with the Russian movies. I am sooooo stunned by the quality of the aforementioned Russian war movies that I cannot find the words to praise enough their shattering superiority over Anglo-Saxon war movies."
18440,POSITIVE,NEGATIVE,0.7111,"Wladyslaw Starewicz was a Russian-born animator living in France who did incredible things using stop-motion. I've seen a couple of these films before and they feature his favorite subjects--insects, frogs and various animals. They are extremely realistic and lifelike and even today are amazing to watch--the quality is simply fantastic.<br /><br />This one stars lots and lots of frogs. They appeal to their god, Jupiter, to give them a king. Why do they need a king, wonders Jupiter--their lives are perfectly fine now. So, to teach them a nasty lesson, he makes an Egret the king and one by one it starts eating its subjects! Then, the frogs once again appeal to Jupiter, who states the obvious moral that it's best to be happy with what you have! <br /><br />While the animation quality is incredible, this is a very creepy film for kids. I would think this would terrify them both by how real the animals look as well as the story itself which is not for the faint of heart!"
18459,POSITIVE,NEGATIVE,0.9831,"If you're going to spoof James Bond it's a brilliant idea to find a leading man who resembles BOTH Sean Connery and Leonard Rossiter so step forward Jean Dujardin who captures perfectly the Connery sneer that masquerades as a smile plus the self-delusion of Rossiter thinking he is suave. Dujardin plays it like a Clouseau who can hold his own at karate. The plot has him looking for Our Man In Schtook who has disappeared mysteriously and includes such improbabilities as a Nazi cell concealed inside a pyramid. If there is a jarring note it is the leading lady, Berenice Bejo who has all the sensuality of a suet pudding and is eclipsed - but only just - by Aure Atika. It's good for one viewing but that's about it."
18463,POSITIVE,NEGATIVE,0.9865,"Psycho criminal pure by Carl Schenkel, who is active in Hollywood, like Mrs Soutendijk. Goetz George and Hannes Jaenicke are stealing the spectator's last peace of snugness. They are too able, how can I get calm into a lift next time ?"
18474,POSITIVE,NEGATIVE,0.9962,"If you are looking for King Kong, you mispelled your search! This is a low-low budget movie that was soley >ment to entertain people in a comic sense. Here is the >most ordinary human who is the only 1 who can save the >world from a 185' 300 ton behmouth. Surely you can see the humor in that."
18531,POSITIVE,NEGATIVE,0.9993,"My 10/10 rating of course applies only if you're willing to get completely and utterly grossed out*. Because you know that only John Waters can do that. In ""Pink Flamingos"" (his directorial debut), he portrays two families locked in combat to see who can be the filthiest person alive. What Divine famously does at the end pretty much answers the question. But even aside from that, the movie is basically an excuse to shock people beyond what anyone would usually imagine. You had better have a very strong stomach to watch this movie. Even some of the lines are rather mind-blowing.<br /><br />*Otherwise, avoid this movie like you would the ebola virus!"
18534,POSITIVE,NEGATIVE,0.9957,"Babs Johnson (Divine) lives in a trailer with her son Crackers, her daughter Cotton and her mother Edie (Edie Massey). She's in competition with a couple named Connie and Raymond Marbles (Mink Stole, David Lochary) to be named the filthiest person alive. The film shows their attempts to outdo each other.<br /><br />This film is very much NOT for everyone. It's a in your face no holds barred assault in bad taste. Crackers has sex with a woman with a live chicken between them while his sister watches; the Marbles pick up female hitchhikers, impregnate them, keep them chained in the basement and sell the babies to lesbian couples; Divine and family have a party which includes cannibalism etc etc. It's disgusting but, in a way, not unwatchable. It's SO over the top and is so unapologetic about it that it's kind of fascinating. As director John Waters might say, it's bad taste done well. Also it's kind of amusing to watch--the acting is so wretched (especially by Massey) that you just watch it in disbelief. A friend laughed out loud at how bad Massey was (she improved in later pictures).<br /><br />This is NOT for people who are easily offended. Even though it's over 30 years old it's STILL shocking. However if you have an open mind and can take a lot of extreme behaviour this is a must-see. The only part that really was too much is what Divine does at the very end."
